food_id,name,group,portion_g,energy_kcal,protein_g,carbs_g,fat_g,calculated_kcal_from_macros,meal_suggestion,provenance
14014,"Rượu vang trắng (cồn 9,5 g)",Nước giải khát,100,66.0,0.1,0.2,0.0,1.2,General,Viện Dinh dưỡng Quốc gia
14015,Rượu vang trắng ngọt (cồn 10.2 g),Nước giải khát,100,96.0,0.2,5.9,0.0,24.4,General,Viện Dinh dưỡng Quốc gia
14016,"Rượu Whisky (cồn 35,2 g)",Nước giải khát,100,246.0,0.0,0.0,0.0,0.0,General,Viện Dinh dưỡng Quốc gia
14026,Cà phê sữa hòa tan,Nước giải khát,100,392.0,2.36,94.9,0.36,392.28,General,Viện Dinh dưỡng Quốc gia
14040,Nước mía,Nước giải khát,100,79.6,0.0,20.2,0.0,80.8,General,Viện Dinh dưỡng Quốc gia
14047,Nước ép dưa hấu,Nước giải khát,100,34.0,0.61,7.55,0.15,33.99,General,Viện Dinh dưỡng Quốc gia
14054,Nước ép đào đóng hộp,Nước giải khát,100,57.0,0.27,13.92,0.02,56.94,General,Viện Dinh dưỡng Quốc gia
14057,Nước đá,Nước giải khát,100,0.0,0.0,0.02,0.0,0.08,General,Viện Dinh dưỡng Quốc gia
14068,Nước giải khát vitamin C,Nước giải khát,100,0.0,0.0,0.0,0.0,0.0,General,Viện Dinh dưỡng Quốc gia
14069,Trà Neste,Nước giải khát,100,1.0,0.22,0.0,0.0,0.88,General,Viện Dinh dưỡng Quốc gia
14070,Trà túi lọc,Nước giải khát,100,1.0,0.22,0.0,0.0,0.88,General,Viện Dinh dưỡng Quốc gia
15001,Bánh bao chiên có nhân,Thức ăn truyền thống,100,177.0,2.3,19.31,10.1,177.34,General,Viện Dinh dưỡng Quốc gia
15002,Bánh bèo,Thức ăn truyền thống,100,118.0,1.8,18.15,4.2,117.6,General,Viện Dinh dưỡng Quốc gia
15003,Bánh bột lọc,Thức ăn truyền thống,100,137.0,6.8,17.74,4.3,136.86,General,Viện Dinh dưỡng Quốc gia
15004,Bánh chay,Thức ăn truyền thống,100,156.0,3.3,28.71,3.1,155.94,General,Viện Dinh dưỡng Quốc gia
15005,Bánh chín tầng mây,Thức ăn truyền thống,100,169.0,0.2,40.77,0.6,169.28,General,Viện Dinh dưỡng Quốc gia
15006,Bánh chưng,Thức ăn truyền thống,100,181.0,4.3,31.6,4.2,181.4,General,Viện Dinh dưỡng Quốc gia
15007,Bánh chuối,Thức ăn truyền thống,100,297.0,2.0,40.34,14.2,297.16,General,Viện Dinh dưỡng Quốc gia
15008,Bánh cốm,Thức ăn truyền thống,100,250.0,3.4,58.5,0.3,250.3,General,Viện Dinh dưỡng Quốc gia
15009,Bánh cuốn,Thức ăn truyền thống,100,129.0,3.0,17.4,5.3,129.3,General,Viện Dinh dưỡng Quốc gia
15010,Bánh cuốn nóng nhân thịt,Thức ăn truyền thống,100,102.0,2.1,17.65,2.6,102.4,General,Viện Dinh dưỡng Quốc gia
15011,Bánh dẻo nhân thập cẩm,Thức ăn truyền thống,100,349.0,5.0,60.3,9.8,349.4,General,Viện Dinh dưỡng Quốc gia
15012,Bánh dẻo nhân trứng,Thức ăn truyền thống,100,338.0,7.4,58.6,8.2,337.8,General,Viện Dinh dưỡng Quốc gia
15013,Bánh đúc nguội,Thức ăn truyền thống,100,88.0,2.0,15.36,2.1,88.34,General,Viện Dinh dưỡng Quốc gia
15014,Bánh đúc nóng,Thức ăn truyền thống,100,108.0,3.9,8.95,6.3,108.1,General,Viện Dinh dưỡng Quốc gia
15015,Bánh gai,Thức ăn truyền thống,100,251.0,4.7,52.3,2.5,250.5,General,Viện Dinh dưỡng Quốc gia
15016,Bánh gio,Thức ăn truyền thống,100,173.0,2.0,40.44,0.4,173.36,General,Viện Dinh dưỡng Quốc gia
15017,Bánh giò,Thức ăn truyền thống,100,234.0,2.8,16.3,17.5,233.9,General,Viện Dinh dưỡng Quốc gia
15018,Bánh khoai,Thức ăn truyền thống,100,141.0,4.1,27.64,1.6,141.36,General,Viện Dinh dưỡng Quốc gia
15019,Bánh khoái,Thức ăn truyền thống,100,159.0,0.6,16.26,10.2,159.24,General,Viện Dinh dưỡng Quốc gia
15020,Bánh khoai sọ chiên,Thức ăn truyền thống,100,197.0,5.6,24.9,8.3,196.7,General,Viện Dinh dưỡng Quốc gia
15021,Bánh khúc,Thức ăn truyền thống,100,249.0,4.1,49.7,3.8,249.4,General,Viện Dinh dưỡng Quốc gia
15022,Bánh mè,Thức ăn truyền thống,100,482.0,5.5,55.42,26.5,482.18,General,Viện Dinh dưỡng Quốc gia
15023,Bánh mì xíu mại,Thức ăn truyền thống,100,189.0,11.3,19.0,7.5,188.7,General,Viện Dinh dưỡng Quốc gia
15024,Bánh mỳ patê,Thức ăn truyền thống,100,266.0,9.8,31.9,11.0,265.8,General,Viện Dinh dưỡng Quốc gia
15025,Bánh nếp,Thức ăn truyền thống,100,216.0,5.0,41.77,3.2,215.88,General,Viện Dinh dưỡng Quốc gia
15026,Bánh nướng nhân thập cẩm,Thức ăn truyền thống,100,386.0,5.2,58.1,14.8,386.4,General,Viện Dinh dưỡng Quốc gia
15027,Bánh nướng nhân trứng đỗ xanh,Thức ăn truyền thống,100,371.0,9.6,51.9,13.9,371.1,General,Viện Dinh dưỡng Quốc gia
15028,"Bánh phu thê (su sê, xu xuê)",Thức ăn truyền thống,100,185.0,2.1,41.1,1.3,184.5,General,Viện Dinh dưỡng Quốc gia
15029,Bánh rán bọc đường,Thức ăn truyền thống,100,318.0,3.7,55.42,9.1,318.38,General,Viện Dinh dưỡng Quốc gia
15030,Bánh tẻ,Thức ăn truyền thống,100,104.0,1.5,17.23,3.2,103.72,General,Viện Dinh dưỡng Quốc gia
15031,Bánh tôm,Thức ăn truyền thống,100,204.0,4.0,22.64,10.8,203.76,General,Viện Dinh dưỡng Quốc gia
15032,Bánh trôi,Thức ăn truyền thống,100,202.0,2.8,46.37,0.6,202.08,General,Viện Dinh dưỡng Quốc gia
15033,Bún bò Nam bộ,Thức ăn truyền thống,100,81.0,3.2,15.73,0.6,81.12,General,Viện Dinh dưỡng Quốc gia
15034,Bún chả,Thức ăn truyền thống,100,136.0,6.1,17.9,4.4,135.6,General,Viện Dinh dưỡng Quốc gia
15035,Bún cua,Thức ăn truyền thống,100,53.0,2.1,9.1,0.9,52.9,General,Viện Dinh dưỡng Quốc gia
15036,Bún đậu,Thức ăn truyền thống,100,151.0,3.0,20.3,6.4,150.8,General,Viện Dinh dưỡng Quốc gia
15037,Bún dọc mùng,Thức ăn truyền thống,100,408.0,3.0,8.3,2.6,68.6,General,Viện Dinh dưỡng Quốc gia
15038,Bún nem,Thức ăn truyền thống,100,120.0,3.3,17.8,3.9,119.5,General,Viện Dinh dưỡng Quốc gia
15039,Bún ốc,Thức ăn truyền thống,100,62.0,3.1,10.9,0.7,62.3,General,Viện Dinh dưỡng Quốc gia
15040,Caramen,Thức ăn truyền thống,100,109.0,5.2,12.81,4.1,108.94,General,Viện Dinh dưỡng Quốc gia
15041,Chả quế,Thức ăn truyền thống,100,339.0,18.3,1.1,29.0,338.6,General,Viện Dinh dưỡng Quốc gia
15042,Cháo lòng,Thức ăn truyền thống,100,69.0,1.4,6.0,4.4,69.2,General,Viện Dinh dưỡng Quốc gia
15043,Cháo sườn,Thức ăn truyền thống,100,40.0,1.5,8.0,0.2,39.8,General,Viện Dinh dưỡng Quốc gia
15044,Cháo trai,Thức ăn truyền thống,100,49.0,2.2,8.4,0.7,48.7,General,Viện Dinh dưỡng Quốc gia
15045,Chè bưởi,Thức ăn truyền thống,100,73.0,0.8,16.64,0.41,73.45,General,Viện Dinh dưỡng Quốc gia
15046,Chè chuối,Thức ăn truyền thống,100,82.0,1.37,17.08,0.87,81.63,General,Viện Dinh dưỡng Quốc gia
15047,Chè cốm,Thức ăn truyền thống,100,80.0,0.23,19.04,0.32,79.96,General,Viện Dinh dưỡng Quốc gia
15048,Chè đỗ đen,Thức ăn truyền thống,100,79.0,1.21,18.02,0.26,79.26,General,Viện Dinh dưỡng Quốc gia
15049,Chè đỗ đỏ,Thức ăn truyền thống,100,77.0,1.85,16.51,0.39,76.95,General,Viện Dinh dưỡng Quốc gia
15050,Chè đỗ xanh,Thức ăn truyền thống,100,79.0,1.35,17.54,0.39,79.07,General,Viện Dinh dưỡng Quốc gia
15051,Chè hạt sen,Thức ăn truyền thống,100,75.0,1.25,17.12,0.13,74.65,General,Viện Dinh dưỡng Quốc gia
15052,Chè khoai sọ,Thức ăn truyền thống,100,83.0,0.78,19.05,0.42,83.1,General,Viện Dinh dưỡng Quốc gia
15053,Chè ngô cốm,Thức ăn truyền thống,100,72.0,0.35,16.42,0.6,72.48,General,Viện Dinh dưỡng Quốc gia
15054,Chè sắn,Thức ăn truyền thống,100,86.0,0.57,19.24,0.73,85.81,General,Viện Dinh dưỡng Quốc gia
15055,Chè Thái,Thức ăn truyền thống,100,82.0,0.72,18.53,0.51,81.59,General,Viện Dinh dưỡng Quốc gia
15056,Cơm rang,Thức ăn truyền thống,100,198.0,6.0,21.85,9.65,198.25,General,Viện Dinh dưỡng Quốc gia
15057,Gà tần,Thức ăn truyền thống,100,131.0,6.7,9.4,7.4,131.0,General,Viện Dinh dưỡng Quốc gia
15058,Miến lươn,Thức ăn truyền thống,100,73.0,2.4,9.92,2.6,72.68,General,Viện Dinh dưỡng Quốc gia
15059,Miến ngan,Thức ăn truyền thống,100,65.0,2.0,8.96,2.4,65.44,General,Viện Dinh dưỡng Quốc gia
15060,Mỳ vằn thắn,Thức ăn truyền thống,100,81.0,2.6,10.58,3.1,80.62,General,Viện Dinh dưỡng Quốc gia
15061,Mỳ xào,Thức ăn truyền thống,100,139.0,5.7,13.41,7.0,139.44,General,Viện Dinh dưỡng Quốc gia
15062,Nem lụi,Thức ăn truyền thống,100,183.0,6.7,9.07,13.3,182.78,General,Viện Dinh dưỡng Quốc gia
15063,Nem rán,Thức ăn truyền thống,100,145.0,4.5,14.42,7.7,144.98,General,Viện Dinh dưỡng Quốc gia
15064,Nộm tai lợn,Thức ăn truyền thống,100,119.0,6.6,8.85,6.3,118.5,General,Viện Dinh dưỡng Quốc gia
15065,Phở bò chín,Thức ăn truyền thống,100,73.0,5.2,11.1,0.9,73.3,General,Viện Dinh dưỡng Quốc gia
15066,Phở bò tái,Thức ăn truyền thống,100,67.0,4.3,11.8,0.3,67.1,General,Viện Dinh dưỡng Quốc gia
15067,Phở gà,Thức ăn truyền thống,100,73.0,3.8,12.3,1.0,73.4,General,Viện Dinh dưỡng Quốc gia
15068,Thịt xiên nướng,Thức ăn truyền thống,100,322.0,26.5,0.54,23.8,322.36,General,Viện Dinh dưỡng Quốc gia
15069,Xôi đỗ xanh,Thức ăn truyền thống,100,230.0,5.5,51.0,0.4,229.6,General,Viện Dinh dưỡng Quốc gia
15070,Xôi gấc,Thức ăn truyền thống,100,231.0,3.1,52.9,0.8,231.2,General,Viện Dinh dưỡng Quốc gia
15071,Xôi lạc,Thức ăn truyền thống,100,246.0,4.2,47.5,4.3,245.5,General,Viện Dinh dưỡng Quốc gia
15072,Xôi ngô,Thức ăn truyền thống,100,198.0,4.4,36.0,4.0,197.6,General,Viện Dinh dưỡng Quốc gia
15073,Xôi xéo,Thức ăn truyền thống,100,254.0,4.3,50.9,3.7,254.1,General,Viện Dinh dưỡng Quốc gia
15074,Muối vừng,Thức ăn truyền thống,100,,18.11,13.77,32.65,421.37,General,Viện Dinh dưỡng Quốc gia
15075,Cháo dinh dưỡng thịt bò,Thức ăn truyền thống,100,47.0,1.84,6.63,1.5,47.38,General,Viện Dinh dưỡng Quốc gia
15076,Cháo dinh dưỡng tôm,Thức ăn truyền thống,100,47.0,1.84,6.63,1.5,47.38,General,Viện Dinh dưỡng Quốc gia
15077,Bánh dày,Thức ăn truyền thống,100,156.0,3.3,28.71,3.1,155.94,General,Viện Dinh dưỡng Quốc gia
15078,Xôi đỗ đen,Thức ăn truyền thống,100,230.0,5.5,51.0,0.4,229.6,General,Viện Dinh dưỡng Quốc gia
2001,"Củ ấu, tươi",Khoai củ và sản phẩm chế biến,100,119.0,3.6,25.0,0.5,118.9,General,Viện Dinh dưỡng Quốc gia
2002,"Củ cái, tươi",Khoai củ và sản phẩm chế biến,100,134.0,3.1,30.18,0.12,134.2,General,Viện Dinh dưỡng Quốc gia
2003,"Củ dong, tươi",Khoai củ và sản phẩm chế biến,100,129.0,1.4,30.8,0.0,128.8,General,Viện Dinh dưỡng Quốc gia
2003002,Củ dong luộc,Khoai củ và sản phẩm chế biến,100,131.0,1.43,31.43,0.0,131.44,General,Viện Dinh dưỡng Quốc gia
2004,"Củ sắn, tươi",Khoai củ và sản phẩm chế biến,100,158.0,1.1,37.9,0.2,157.8,General,Viện Dinh dưỡng Quốc gia
2004014,Củ sắn nướng,Khoai củ và sản phẩm chế biến,100,216.0,1.51,51.92,0.27,216.15,General,Viện Dinh dưỡng Quốc gia
2005,"Củ sắn dây, tươi",Khoai củ và sản phẩm chế biến,100,156.0,1.6,37.2,0.1,156.1,General,Viện Dinh dưỡng Quốc gia
2005002,"Củ sắn dây, luộc",Khoai củ và sản phẩm chế biến,100,152.0,1.55,36.12,0.1,151.58,General,Viện Dinh dưỡng Quốc gia
2006,"Củ súng, bóc vỏ, khô",Khoai củ và sản phẩm chế biến,100,359.0,16.1,72.6,0.5,359.3,General,Viện Dinh dưỡng Quốc gia
2007,"Củ từ, tươi",Khoai củ và sản phẩm chế biến,100,97.0,1.5,22.7,0.0,96.8,General,Viện Dinh dưỡng Quốc gia
2007002,Củ từ luộc,Khoai củ và sản phẩm chế biến,100,99.0,1.53,23.16,0.0,98.76,General,Viện Dinh dưỡng Quốc gia
2008,"Khoai lang, tươi",Khoai củ và sản phẩm chế biến,100,124.0,0.8,29.8,0.2,124.2,General,Viện Dinh dưỡng Quốc gia
2008002,"Khoai lang, luộc",Khoai củ và sản phẩm chế biến,100,122.0,0.78,29.22,0.2,121.8,General,Viện Dinh dưỡng Quốc gia
2008014,"Khoai lang, nướng ",Khoai củ và sản phẩm chế biến,100,170.0,1.1,40.82,0.27,170.11,General,Viện Dinh dưỡng Quốc gia
2009,"Khoai lang nghệ, tươi",Khoai củ và sản phẩm chế biến,100,119.0,1.2,27.9,0.3,119.1,General,Viện Dinh dưỡng Quốc gia
2010,"Khoai môn, tươi",Khoai củ và sản phẩm chế biến,100,113.0,1.5,26.4,0.2,113.4,General,Viện Dinh dưỡng Quốc gia
2011,"Khoai nước, tươi",Khoai củ và sản phẩm chế biến,100,106.0,1.0,25.3,0.1,106.1,General,Viện Dinh dưỡng Quốc gia
2012,"Khoai riềng, tươi",Khoai củ và sản phẩm chế biến,100,114.0,0.8,27.6,0.0,113.6,General,Viện Dinh dưỡng Quốc gia
2012002,Khoai riềng luộc,Khoai củ và sản phẩm chế biến,100,116.0,0.82,28.16,0.0,115.92,General,Viện Dinh dưỡng Quốc gia
2013,"Khoai sọ, tươi",Khoai củ và sản phẩm chế biến,100,119.0,1.8,27.7,0.1,118.9,General,Viện Dinh dưỡng Quốc gia
2013002,"Khoai sọ, luộc",Khoai củ và sản phẩm chế biến,100,121.0,1.84,28.27,0.1,121.34,General,Viện Dinh dưỡng Quốc gia
2014,"Khoai tây, tươi",Khoai củ và sản phẩm chế biến,100,96.0,2.0,21.93,0.07,96.35,General,Viện Dinh dưỡng Quốc gia
2014002,"Khoai tây, luộc",Khoai củ và sản phẩm chế biến,100,104.0,2.17,23.91,0.0,104.32,General,Viện Dinh dưỡng Quốc gia
2015,"Miến dong, khô",Khoai củ và sản phẩm chế biến,100,338.0,0.6,83.7,0.1,338.1,General,Viện Dinh dưỡng Quốc gia
2016,Bột dong lọc,Khoai củ và sản phẩm chế biến,100,343.0,0.6,85.2,0.0,343.2,General,Viện Dinh dưỡng Quốc gia
2017,Bột khoai lang,Khoai củ và sản phẩm chế biến,100,341.0,2.2,81.8,0.5,340.5,General,Viện Dinh dưỡng Quốc gia
2018,Bột khoai riềng (bột đao),Khoai củ và sản phẩm chế biến,100,343.0,0.2,85.6,0.0,343.2,General,Viện Dinh dưỡng Quốc gia
2019,Bột khoai tây (lọc),Khoai củ và sản phẩm chế biến,100,346.0,1.0,84.85,0.25,345.65,General,Viện Dinh dưỡng Quốc gia
2020,Bột sắn,Khoai củ và sản phẩm chế biến,100,341.0,2.4,81.8,0.5,341.3,General,Viện Dinh dưỡng Quốc gia
2021,Bột sắn dây,Khoai củ và sản phẩm chế biến,100,343.0,0.7,85.1,0.0,343.2,General,Viện Dinh dưỡng Quốc gia
2022,"Khoai lang, khô",Khoai củ và sản phẩm chế biến,100,348.0,2.2,83.6,0.5,347.7,General,Viện Dinh dưỡng Quốc gia
2023,"Khoai tây, khô",Khoai củ và sản phẩm chế biến,100,343.0,6.6,78.5,0.3,343.1,General,Viện Dinh dưỡng Quốc gia
2024,"Khoai tây lát, chiên",Khoai củ và sản phẩm chế biến,100,550.0,2.2,55.6,35.4,549.8,General,Viện Dinh dưỡng Quốc gia
2025,"Sắn, củ, khô",Khoai củ và sản phẩm chế biến,100,352.0,3.0,83.3,0.7,351.5,General,Viện Dinh dưỡng Quốc gia
2026,Trân châu sắn,Khoai củ và sản phẩm chế biến,100,344.0,1.0,84.9,0.0,343.6,General,Viện Dinh dưỡng Quốc gia
2026002,Trân châu sắn luộc ,Khoai củ và sản phẩm chế biến,100,344.0,1.0,84.9,0.0,343.6,General,Viện Dinh dưỡng Quốc gia
3001,"Cùi dừa già, tươi","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,385.0,4.8,10.4,36.0,384.8,General,Viện Dinh dưỡng Quốc gia
3002,"Cùi dừa non, tươi","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,54.0,3.5,6.1,1.7,53.7,General,Viện Dinh dưỡng Quốc gia
3003,"Đậu cô ve, hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,335.0,21.8,58.4,1.6,335.2,General,Viện Dinh dưỡng Quốc gia
3004,"Đậu đen, hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,341.0,24.2,57.3,1.7,341.3,General,Viện Dinh dưỡng Quốc gia
3005,"Đậu đũa, hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,338.0,23.7,56.2,2.0,337.6,General,Viện Dinh dưỡng Quốc gia
3006,"Đậu Hà lan, hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,342.0,22.2,60.1,1.4,341.8,General,Viện Dinh dưỡng Quốc gia
3007,"Đậu tương, đậu nành, hạt khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,418.0,34.0,29.1,18.4,418.0,General,Viện Dinh dưỡng Quốc gia
3008,"Đậu trắng (đậu tây), hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,341.0,23.2,57.4,2.1,341.3,General,Viện Dinh dưỡng Quốc gia
3009,"Đậu trứng cuốc, hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,340.0,25.8,54.8,2.0,340.4,General,Viện Dinh dưỡng Quốc gia
3010,"Đậu xanh (đậu tắt), hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,346.0,23.4,57.8,2.4,346.4,General,Viện Dinh dưỡng Quốc gia
3011,"Hạt dẻ to, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,652.0,18.0,12.2,59.0,651.8,General,Viện Dinh dưỡng Quốc gia
3012,"Hạt dẻ to, tươi","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,223.0,4.2,49.07,1.11,223.07,General,Viện Dinh dưỡng Quốc gia
3013,"Hạt dẻ, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,363.0,6.82,79.76,1.81,362.61,General,Viện Dinh dưỡng Quốc gia
3014,"Hạt đen, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,486.0,17.3,39.0,29.0,486.2,General,Viện Dinh dưỡng Quốc gia
3015,"Hạt điều, khô ","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,608.0,18.4,29.3,46.3,607.5,General,Viện Dinh dưỡng Quốc gia
3016,"Hạt mít, tươi","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,166.0,0.7,38.3,1.1,165.9,General,Viện Dinh dưỡng Quốc gia
3017,"Lạc hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,583.0,27.5,18.0,44.5,582.5,General,Viện Dinh dưỡng Quốc gia
3017011,Lạc rang dầu,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,,0.0,18.0,44.5,472.5,General,Viện Dinh dưỡng Quốc gia
3018,"Quả cọ, tươi","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,192.0,2.3,15.6,13.4,192.2,General,Viện Dinh dưỡng Quốc gia
3019,"Quả đại hái, tươi","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,440.0,20.0,4.6,38.0,440.4,General,Viện Dinh dưỡng Quốc gia
3020,"Vừng (đen, trắng), hạt, khô","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,582.0,20.1,21.1,46.4,582.4,General,Viện Dinh dưỡng Quốc gia
3020011,Vừng rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,607.0,20.94,21.98,48.33,606.65,General,Viện Dinh dưỡng Quốc gia
3021,"Bột đậu tương, đã loại béo","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,331.0,49.0,31.5,1.0,331.0,General,Viện Dinh dưỡng Quốc gia
3022,"Bột đậu tương, rang chín","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,428.0,41.0,25.4,18.0,427.6,General,Viện Dinh dưỡng Quốc gia
3023,Bột đậu xanh,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,363.0,24.6,60.4,2.5,362.5,General,Viện Dinh dưỡng Quốc gia
3024,Bột lạc,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,583.0,27.5,17.1,45.0,583.4,General,Viện Dinh dưỡng Quốc gia
3025,"Đậu phụ, sống","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,97.0,10.9,1.1,5.4,96.6,General,Viện Dinh dưỡng Quốc gia
3025002,Đậu phụ luộc,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,98.0,11.01,1.11,5.45,97.53,General,Viện Dinh dưỡng Quốc gia
3026,"Đậu phụ chúc, sống","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,415.0,50.2,6.8,20.8,415.2,General,Viện Dinh dưỡng Quốc gia
3027,"Đậu phụ, nướng","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,116.0,13.4,1.3,6.4,116.4,General,Viện Dinh dưỡng Quốc gia
3028,"Hạt bí đỏ, rang","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,528.0,35.1,25.3,31.8,527.8,General,Viện Dinh dưỡng Quốc gia
3029,"Hạt dưa hấu, rang","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,558.0,31.8,19.8,39.1,558.3,General,Viện Dinh dưỡng Quốc gia
3030,"Hạt điều khô, chiên dầu","Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,585.0,18.3,17.1,49.3,585.3,General,Viện Dinh dưỡng Quốc gia
3031,Sữa bột đậu nành,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,413.0,31.1,50.4,9.7,413.3,General,Viện Dinh dưỡng Quốc gia
3032,Sữa đậu nành (100g đậu/lít),"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,29.0,3.1,0.5,1.6,28.8,General,Viện Dinh dưỡng Quốc gia
3033,Tào phớ,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,46.0,3.8,4.7,1.2,44.8,General,Viện Dinh dưỡng Quốc gia
3036002,Đậu ngự luộc,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,136.0,9.68,23.4,0.4,135.92,General,Viện Dinh dưỡng Quốc gia
3037002,Đậu ván luộc,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,16.0,1.12,2.8,0.0,15.68,General,Viện Dinh dưỡng Quốc gia
3038,Đậu phụ non Tứ Xuyên,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,97.0,10.9,1.1,5.4,96.6,General,Viện Dinh dưỡng Quốc gia
3039002,Hạt sen tươi luộc,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,172.0,9.5,30.8,1.17,171.73,General,Viện Dinh dưỡng Quốc gia
3041011,Hạt hướng dương rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,652.0,21.65,20.83,53.6,652.32,General,Viện Dinh dưỡng Quốc gia
3042011,Hạt hạnh nhân rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,652.0,21.23,17.68,55.17,652.17,General,Viện Dinh dưỡng Quốc gia
