food_id,name,group,portion_g,energy_kcal,protein_g,carbs_g,fat_g,calculated_kcal_from_macros,meal_suggestion,provenance
3043011,Hạt óc chó rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,703.0,15.23,13.71,65.21,702.65,General,Viện Dinh dưỡng Quốc gia
3044011,Hạt macca rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,767.0,7.79,12.83,76.08,767.2,General,Viện Dinh dưỡng Quốc gia
3046011,Hạt dẻ cười rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",100,610.0,21.05,28.28,45.82,609.7,General,Viện Dinh dưỡng Quốc gia
4001,"Quả bầu, tươi","Rau, quả, củ dùng làm rau",100,18.0,0.6,3.88,0.02,18.1,General,Viện Dinh dưỡng Quốc gia
4001002,"Bầu, luộc","Rau, quả, củ dùng làm rau",100,19.0,0.65,4.19,0.0,19.36,General,Viện Dinh dưỡng Quốc gia
4002,"Quả bí đao (bí xanh), tươi","Rau, quả, củ dùng làm rau",100,16.0,0.6,3.4,0.0,16.0,General,Viện Dinh dưỡng Quốc gia
4002002,"Bí đao (bí xanh), luộc","Rau, quả, củ dùng làm rau",100,17.0,0.63,3.58,0.0,16.84,General,Viện Dinh dưỡng Quốc gia
4003,"Quả bí ngô, tươi","Rau, quả, củ dùng làm rau",100,29.0,0.3,6.83,0.07,29.15,General,Viện Dinh dưỡng Quốc gia
4003002,"Bí ngô, luộc","Rau, quả, củ dùng làm rau",100,35.0,0.34,7.75,0.34,35.42,General,Viện Dinh dưỡng Quốc gia
4004,"Quả cà bát, tươi","Rau, quả, củ dùng làm rau",100,28.0,1.2,5.57,0.13,28.25,General,Viện Dinh dưỡng Quốc gia
4004002,"Cà bát, luộc","Rau, quả, củ dùng làm rau",100,36.0,1.52,7.22,0.13,36.13,General,Viện Dinh dưỡng Quốc gia
4005,"Quả cà chua, tươi","Rau, quả, củ dùng làm rau",100,24.0,0.6,4.77,0.23,23.55,General,Viện Dinh dưỡng Quốc gia
4006,"Quả cà pháo, tươi","Rau, quả, củ dùng làm rau",100,27.0,1.5,5.2,0.0,26.8,General,Viện Dinh dưỡng Quốc gia
4007,"Củ cà rốt, tươi","Rau, quả, củ dùng làm rau",100,44.0,1.5,9.03,0.17,43.65,General,Viện Dinh dưỡng Quốc gia
4007002,"Cà rốt (củ đỏ, vàng), luộc","Rau, quả, củ dùng làm rau",100,47.0,1.6,9.79,0.21,47.45,General,Viện Dinh dưỡng Quốc gia
4008,"Củ cà rốt, khô","Rau, quả, củ dùng làm rau",100,330.0,9.2,70.0,1.5,330.3,General,Viện Dinh dưỡng Quốc gia
4009,"Quả cà tím, tươi","Rau, quả, củ dùng làm rau",100,28.0,1.0,6.0,0.0,28.0,General,Viện Dinh dưỡng Quốc gia
4009002,"Cà tím, luộc","Rau, quả, củ dùng làm rau",100,37.0,1.27,7.59,0.13,36.61,General,Viện Dinh dưỡng Quốc gia
4010,"Cải bắp trắng, tươi","Rau, quả, củ dùng làm rau",100,36.0,1.8,6.91,0.09,35.65,General,Viện Dinh dưỡng Quốc gia
4010002,"Cải bắp, luộc","Rau, quả, củ dùng làm rau",100,41.0,1.96,7.61,0.33,41.25,General,Viện Dinh dưỡng Quốc gia
4011,"Cải bắp đỏ, tươi","Rau, quả, củ dùng làm rau",100,61.0,1.9,13.0,0.2,61.4,General,Viện Dinh dưỡng Quốc gia
4011002,"Cải bắp đỏ, luộc","Rau, quả, củ dùng làm rau",100,67.0,2.07,14.13,0.22,66.78,General,Viện Dinh dưỡng Quốc gia
4012,"Cải bắp trắng, khô","Rau, quả, củ dùng làm rau",100,301.0,18.0,53.7,1.6,301.2,General,Viện Dinh dưỡng Quốc gia
4013,"Cải cúc, tươi","Rau, quả, củ dùng làm rau",100,22.0,1.6,3.9,0.0,22.0,General,Viện Dinh dưỡng Quốc gia
4014,"Cải soong, tươi","Rau, quả, củ dùng làm rau",100,22.0,2.1,3.33,0.07,22.35,General,Viện Dinh dưỡng Quốc gia
4015,"Cải thìa (cải trắng), tươi","Rau, quả, củ dùng làm rau",100,24.0,1.4,4.26,0.14,23.9,General,Viện Dinh dưỡng Quốc gia
4015002,"Cải thìa (cải trắng), luộc","Rau, quả, củ dùng làm rau",100,28.0,1.57,4.94,0.22,28.02,General,Viện Dinh dưỡng Quốc gia
4016,"Cải xanh, tươi","Rau, quả, củ dùng làm rau",100,23.0,1.7,3.76,0.14,23.1,General,Viện Dinh dưỡng Quốc gia
4016002,"Cải xanh, luộc","Rau, quả, củ dùng làm rau",100,26.0,1.81,4.15,0.21,25.73,General,Viện Dinh dưỡng Quốc gia
4017,"Cần ta, tươi","Rau, quả, củ dùng làm rau",100,16.0,1.0,3.0,0.0,16.0,General,Viện Dinh dưỡng Quốc gia
4018,"Cần tây, tươi","Rau, quả, củ dùng làm rau",100,54.0,3.7,9.44,0.16,54.0,General,Viện Dinh dưỡng Quốc gia
4019,"Chuối xanh, tươi","Rau, quả, củ dùng làm rau",100,78.0,1.2,17.48,0.32,77.6,General,Viện Dinh dưỡng Quốc gia
4019002,"Chuối xanh, luộc","Rau, quả, củ dùng làm rau",100,64.0,1.0,14.83,0.08,64.04,General,Viện Dinh dưỡng Quốc gia
4020,"Củ cải đỏ, tươi","Rau, quả, củ dùng làm rau",100,52.0,1.3,11.7,0.0,52.0,General,Viện Dinh dưỡng Quốc gia
4020002,"Củ cải đỏ, luộc","Rau, quả, củ dùng làm rau",100,63.0,1.51,13.6,0.23,62.51,General,Viện Dinh dưỡng Quốc gia
4021,"Củ cải trắng, tươi","Rau, quả, củ dùng làm rau",100,27.0,1.5,5.11,0.09,27.25,General,Viện Dinh dưỡng Quốc gia
4021002,"Củ cải trắng, luộc","Rau, quả, củ dùng làm rau",100,33.0,1.74,6.05,0.23,33.23,General,Viện Dinh dưỡng Quốc gia
4022,"Củ cải trắng, khô","Rau, quả, củ dùng làm rau",100,290.0,17.6,51.6,1.5,290.3,General,Viện Dinh dưỡng Quốc gia
4023,"Củ đậu, tươi","Rau, quả, củ dùng làm rau",100,31.0,1.0,6.7,0.0,30.8,General,Viện Dinh dưỡng Quốc gia
4024,"Củ niễng, tươi","Rau, quả, củ dùng làm rau",100,37.0,2.0,7.2,0.0,36.8,General,Viện Dinh dưỡng Quốc gia
4025,"Dọc củ cải, non, tươi","Rau, quả, củ dùng làm rau",100,21.0,1.9,3.4,0.0,21.2,General,Viện Dinh dưỡng Quốc gia
4026,"Dọc mùng, tươi","Rau, quả, củ dùng làm rau",100,13.0,0.4,2.8,0.0,12.8,General,Viện Dinh dưỡng Quốc gia
4027,"Dưa chuột, tươi","Rau, quả, củ dùng làm rau",100,18.0,0.8,3.61,0.09,18.45,General,Viện Dinh dưỡng Quốc gia
4028,"Dưa gang, tươi","Rau, quả, củ dùng làm rau",100,14.0,0.8,2.7,0.0,14.0,General,Viện Dinh dưỡng Quốc gia
4029,"Đậu cô ve, quả, tươi","Rau, quả, củ dùng làm rau",100,77.0,5.0,14.3,0.0,77.2,General,Viện Dinh dưỡng Quốc gia
4029002,"Đậu cô ve, luộc","Rau, quả, củ dùng làm rau",100,85.0,5.38,15.38,0.22,85.02,General,Viện Dinh dưỡng Quốc gia
4030,"Đậu đũa, quả, tươi","Rau, quả, củ dùng làm rau",100,67.0,6.0,9.99,0.31,66.75,General,Viện Dinh dưỡng Quốc gia
4030002,"Đậu đũa, luộc","Rau, quả, củ dùng làm rau",100,68.0,6.12,10.51,0.2,68.32,General,Viện Dinh dưỡng Quốc gia
4031,"Đậu Hà Lan, quả, tươi","Rau, quả, củ dùng làm rau",100,75.0,6.5,11.71,0.29,75.45,General,Viện Dinh dưỡng Quốc gia
4032,"Đậu rồng, quả non, tươi","Rau, quả, củ dùng làm rau",100,40.0,1.9,7.9,0.1,40.1,General,Viện Dinh dưỡng Quốc gia
4033,"Đu đủ xanh, tươi","Rau, quả, củ dùng làm rau",100,30.0,0.8,6.6,0.0,29.6,General,Viện Dinh dưỡng Quốc gia
4034,"Quả gấc, tươi","Rau, quả, củ dùng làm rau",100,129.0,2.1,12.3,7.9,128.7,General,Viện Dinh dưỡng Quốc gia
4035,"Giá đậu tương, tươi","Rau, quả, củ dùng làm rau",100,82.0,7.7,8.7,1.8,81.8,General,Viện Dinh dưỡng Quốc gia
4036,"Giá đậu xanh, tươi","Rau, quả, củ dùng làm rau",100,52.0,5.5,7.17,0.13,51.85,General,Viện Dinh dưỡng Quốc gia
4036002,"Giá đậu xanh, luộc","Rau, quả, củ dùng làm rau",100,58.0,6.04,8.02,0.22,58.22,General,Viện Dinh dưỡng Quốc gia
4037,"Hành củ, tươi","Rau, quả, củ dùng làm rau",100,29.0,1.3,5.22,0.28,28.6,General,Viện Dinh dưỡng Quốc gia
4038,"Hành lá (hành hoa), tươi","Rau, quả, củ dùng làm rau",100,26.0,1.3,5.2,0.0,26.0,General,Viện Dinh dưỡng Quốc gia
4039,"Hành tây, tươi","Rau, quả, củ dùng làm rau",100,45.0,1.8,9.29,0.11,45.35,General,Viện Dinh dưỡng Quốc gia
4040,"Hạt sen, tươi","Rau, quả, củ dùng làm rau",100,164.0,9.5,30.3,0.5,163.7,General,Viện Dinh dưỡng Quốc gia
4041,"Hạt sen, khô","Rau, quả, củ dùng làm rau",100,342.0,20.0,60.2,2.4,342.4,General,Viện Dinh dưỡng Quốc gia
4042,"Hẹ lá, tươi","Rau, quả, củ dùng làm rau",100,21.0,2.2,2.49,0.21,20.65,General,Viện Dinh dưỡng Quốc gia
4043,"Hoa chuối, tươi","Rau, quả, củ dùng làm rau",100,28.0,1.5,5.5,0.0,28.0,General,Viện Dinh dưỡng Quốc gia
4044,"Hoa lý, tươi","Rau, quả, củ dùng làm rau",100,35.0,2.9,5.8,0.0,34.8,General,Viện Dinh dưỡng Quốc gia
4045,"Quả khế, tươi","Rau, quả, củ dùng làm rau",100,26.0,0.6,5.47,0.23,26.35,General,Viện Dinh dưỡng Quốc gia
4046,"Lá lốt, tươi","Rau, quả, củ dùng làm rau",100,49.0,4.3,7.9,0.0,48.8,General,Viện Dinh dưỡng Quốc gia
4047,"Lá me, tươi ","Rau, quả, củ dùng làm rau",100,46.0,7.5,4.0,0.0,46.0,General,Viện Dinh dưỡng Quốc gia
4048,"Lá mơ lông, tươi","Rau, quả, củ dùng làm rau",100,48.0,3.9,8.0,0.0,47.6,General,Viện Dinh dưỡng Quốc gia
4049,"Lá sắn, tươi","Rau, quả, củ dùng làm rau",100,96.0,7.0,16.9,0.0,95.6,General,Viện Dinh dưỡng Quốc gia
4050,"Măng chua, măng tre","Rau, quả, củ dùng làm rau",100,28.0,1.4,5.5,0.0,27.6,General,Viện Dinh dưỡng Quốc gia
4051,"Măng tre, khô","Rau, quả, củ dùng làm rau",100,301.0,13.0,57.5,2.1,300.9,General,Viện Dinh dưỡng Quốc gia
4052,"Măng tây, tươi","Rau, quả, củ dùng làm rau",100,24.0,2.2,3.36,0.14,23.5,General,Viện Dinh dưỡng Quốc gia
4053,"Măng tre, tươi","Rau, quả, củ dùng làm rau",100,31.0,1.7,5.59,0.21,31.05,General,Viện Dinh dưỡng Quốc gia
4054,"Mướp, tươi","Rau, quả, củ dùng làm rau",100,18.0,0.9,3.36,0.14,18.3,General,Viện Dinh dưỡng Quốc gia
4054002,"Mướp, luộc","Rau, quả, củ dùng làm rau",100,26.0,1.25,4.86,0.14,25.7,General,Viện Dinh dưỡng Quốc gia
4055,"Mướp đắng, tươi","Rau, quả, củ dùng làm rau",100,20.0,0.9,4.1,0.0,20.0,General,Viện Dinh dưỡng Quốc gia
4055002,"Mướp đắng, luộc","Rau, quả, củ dùng làm rau",100,21.0,0.91,4.14,0.1,21.1,General,Viện Dinh dưỡng Quốc gia
4056,"Mướp Nhật bản, tươi","Rau, quả, củ dùng làm rau",100,16.0,0.8,3.2,0.0,16.0,General,Viện Dinh dưỡng Quốc gia
4057,"Ngải cứu, tươi","Rau, quả, củ dùng làm rau",100,33.0,3.8,4.4,0.0,32.8,General,Viện Dinh dưỡng Quốc gia
4058,"Ngô bao tử, tươi","Rau, quả, củ dùng làm rau",100,42.0,2.2,7.8,0.2,41.8,General,Viện Dinh dưỡng Quốc gia
4059,"Ngó sen, tươi","Rau, quả, củ dùng làm rau",100,65.0,1.0,15.13,0.07,65.15,General,Viện Dinh dưỡng Quốc gia
4060,"Nụ mướp, tươi","Rau, quả, củ dùng làm rau",100,36.0,4.9,4.0,0.0,35.6,General,Viện Dinh dưỡng Quốc gia
4061,"Ớt đỏ to, tươi","Rau, quả, củ dùng làm rau",100,31.0,0.99,6.04,0.3,30.82,General,Viện Dinh dưỡng Quốc gia
4062,"Ớt vàng to, tươi","Rau, quả, củ dùng làm rau",100,34.0,1.3,7.1,0.0,33.6,General,Viện Dinh dưỡng Quốc gia
4063,"Ớt xanh to, tươi","Rau, quả, củ dùng làm rau",100,31.0,1.3,6.07,0.13,30.65,General,Viện Dinh dưỡng Quốc gia
4064,"Quả dọc, tươi","Rau, quả, củ dùng làm rau",100,19.0,0.8,3.9,0.0,18.8,General,Viện Dinh dưỡng Quốc gia
4065,"Quả me chua, tươi","Rau, quả, củ dùng làm rau",100,35.0,1.9,6.8,0.0,34.8,General,Viện Dinh dưỡng Quốc gia
4066,"Rau bí, tươi","Rau, quả, củ dùng làm rau",100,26.0,2.7,3.12,0.28,25.8,General,Viện Dinh dưỡng Quốc gia
4066002,"Rau bí, luộc","Rau, quả, củ dùng làm rau",100,27.0,2.84,3.58,0.11,26.67,General,Viện Dinh dưỡng Quốc gia
4067,"Rau câu, khô","Rau, quả, củ dùng làm rau",100,281.0,11.2,56.6,1.1,281.1,General,Viện Dinh dưỡng Quốc gia
4068,"Rau câu, tươi","Rau, quả, củ dùng làm rau",100,45.0,1.9,9.1,0.1,44.9,General,Viện Dinh dưỡng Quốc gia
4069,"Rau diếp, tươi","Rau, quả, củ dùng làm rau",100,15.0,1.2,2.39,0.11,15.35,General,Viện Dinh dưỡng Quốc gia
4070,"Rau đay, tươi","Rau, quả, củ dùng làm rau",100,31.0,2.8,4.52,0.18,30.9,General,Viện Dinh dưỡng Quốc gia
4071,"Rau giấp cá, diếp cá, tươi","Rau, quả, củ dùng làm rau",100,30.0,2.9,4.5,0.0,29.6,General,Viện Dinh dưỡng Quốc gia
4072,"Rau giền cơm, tươi","Rau, quả, củ dùng làm rau",100,27.0,3.4,2.69,0.31,27.15,General,Viện Dinh dưỡng Quốc gia
4072002,"Rau giền cơm, luộc","Rau, quả, củ dùng làm rau",100,29.0,3.47,3.06,0.31,28.91,General,Viện Dinh dưỡng Quốc gia
4073,"Rau giền đỏ, tươi","Rau, quả, củ dùng làm rau",100,47.0,3.3,7.79,0.31,47.15,General,Viện Dinh dưỡng Quốc gia
4073002,"Rau giền đỏ, luộc","Rau, quả, củ dùng làm rau",100,48.0,3.37,7.96,0.31,48.11,General,Viện Dinh dưỡng Quốc gia
4074,"Rau giền trắng, tươi","Rau, quả, củ dùng làm rau",100,48.0,3.2,7.8,0.4,47.6,General,Viện Dinh dưỡng Quốc gia
4074002,"Rau giền trắng, luộc","Rau, quả, củ dùng làm rau",100,49.0,3.27,7.96,0.41,48.61,General,Viện Dinh dưỡng Quốc gia
4075,"Rau húng, tươi","Rau, quả, củ dùng làm rau",100,34.0,2.2,5.08,0.52,33.8,General,Viện Dinh dưỡng Quốc gia
4076,"Rau khoai lang, tươi","Rau, quả, củ dùng làm rau",100,28.0,2.6,3.99,0.21,28.25,General,Viện Dinh dưỡng Quốc gia
4076002,"Rau khoai lang, luộc","Rau, quả, củ dùng làm rau",100,28.0,2.65,4.29,0.0,27.76,General,Viện Dinh dưỡng Quốc gia
4077,"Rau kinh giới, tươi","Rau, quả, củ dùng làm rau",100,36.0,2.7,6.4,0.0,36.4,General,Viện Dinh dưỡng Quốc gia
4078,"Rau má rừng, tươi","Rau, quả, củ dùng làm rau",100,31.0,3.1,4.6,0.0,30.8,General,Viện Dinh dưỡng Quốc gia
4079,"Rau má, má mơ, tươi","Rau, quả, củ dùng làm rau",100,38.0,3.2,6.3,0.0,38.0,General,Viện Dinh dưỡng Quốc gia
4080,"Rau mồng tơi, tươi","Rau, quả, củ dùng làm rau",100,24.0,2.0,3.9,0.0,23.6,General,Viện Dinh dưỡng Quốc gia
4080002,"Rau mồng tơi, luộc","Rau, quả, củ dùng làm rau",100,24.0,2.04,3.98,0.0,24.08,General,Viện Dinh dưỡng Quốc gia
4081,"Rau mùi, tươi","Rau, quả, củ dùng làm rau",100,22.0,2.6,2.17,0.33,22.05,General,Viện Dinh dưỡng Quốc gia
4082,"Rau mùi tàu, tươi","Rau, quả, củ dùng làm rau",100,30.0,2.1,4.25,0.55,30.35,General,Viện Dinh dưỡng Quốc gia
4083,"Rau muống,  tươi","Rau, quả, củ dùng làm rau",100,28.0,3.2,3.26,0.24,28.0,General,Viện Dinh dưỡng Quốc gia
4083002,"Rau muống, luộc","Rau, quả, củ dùng làm rau",100,27.0,3.27,3.57,0.0,27.36,General,Viện Dinh dưỡng Quốc gia
4084,"Rau muống, khô","Rau, quả, củ dùng làm rau",100,293.0,34.2,35.0,1.8,293.0,General,Viện Dinh dưỡng Quốc gia
4085,"Rau ngổ, tươi","Rau, quả, củ dùng làm rau",100,24.0,1.5,4.4,0.0,23.6,General,Viện Dinh dưỡng Quốc gia
4086,"Rau ngót, tươi","Rau, quả, củ dùng làm rau",100,45.0,5.3,5.9,0.0,44.8,General,Viện Dinh dưỡng Quốc gia
4087,"Rau ngót, khô","Rau, quả, củ dùng làm rau",100,299.0,32.2,36.8,2.6,299.4,General,Viện Dinh dưỡng Quốc gia
4088,"Rau răm, tươi","Rau, quả, củ dùng làm rau",100,45.0,4.7,6.6,0.0,45.2,General,Viện Dinh dưỡng Quốc gia
4089,"Rau rút, tươi","Rau, quả, củ dùng làm rau",100,35.0,5.1,3.7,0.0,35.2,General,Viện Dinh dưỡng Quốc gia
4090,"Rau sà lách, tươi","Rau, quả, củ dùng làm rau",100,18.0,1.5,2.43,0.27,18.15,General,Viện Dinh dưỡng Quốc gia
4091,"Rau sam, tươi","Rau, quả, củ dùng làm rau",100,20.0,1.4,3.7,0.0,20.4,General,Viện Dinh dưỡng Quốc gia
4092,"Rau sắng chùa hương, tươi","Rau, quả, củ dùng làm rau",100,62.0,6.5,8.9,0.0,61.6,General,Viện Dinh dưỡng Quốc gia
4093,"Rau tàu bay, tươi","Rau, quả, củ dùng làm rau",100,24.0,2.5,3.5,0.0,24.0,General,Viện Dinh dưỡng Quốc gia
4094,"Rau thơm, tươi","Rau, quả, củ dùng làm rau",100,30.0,2.0,5.4,0.0,29.6,General,Viện Dinh dưỡng Quốc gia
4095,"Quả sấu xanh, tươi","Rau, quả, củ dùng làm rau",100,19.0,1.8,3.0,0.0,19.2,General,Viện Dinh dưỡng Quốc gia
4096,"Củ su hào, tươi","Rau, quả, củ dùng làm rau",100,44.0,2.8,7.93,0.07,43.55,General,Viện Dinh dưỡng Quốc gia
4096002,"Su hào, luộc","Rau, quả, củ dùng làm rau",100,48.0,3.11,8.89,0.0,48.0,General,Viện Dinh dưỡng Quốc gia
4097,"Củ su hào, khô","Rau, quả, củ dùng làm rau",100,311.0,20.0,54.6,1.4,311.0,General,Viện Dinh dưỡng Quốc gia
4098,"Quả su su, tươi","Rau, quả, củ dùng làm rau",100,23.0,0.8,4.6,0.1,22.5,General,Viện Dinh dưỡng Quốc gia
4098002,"Su su, luộc","Rau, quả, củ dùng làm rau",100,24.0,0.88,5.16,0.0,24.16,General,Viện Dinh dưỡng Quốc gia
4099,"Súp lơ trắng, tươi","Rau, quả, củ dùng làm rau",100,34.0,2.5,5.65,0.15,33.95,General,Viện Dinh dưỡng Quốc gia
4099002,"Súp lơ trắng, luộc","Rau, quả, củ dùng làm rau",100,29.0,2.17,5.04,0.0,28.84,General,Viện Dinh dưỡng Quốc gia
4100,"Súp lơ xanh, tươi","Rau, quả, củ dùng làm rau",100,39.0,2.95,6.08,0.3,38.82,General,Viện Dinh dưỡng Quốc gia
4100002,"Súp lơ xanh, luộc","Rau, quả, củ dùng làm rau",100,34.0,2.57,5.29,0.26,33.78,General,Viện Dinh dưỡng Quốc gia
4101,"Thìa là, tươi","Rau, quả, củ dùng làm rau",100,47.0,2.6,6.94,0.96,46.8,General,Viện Dinh dưỡng Quốc gia
4102,"Tía tô, tươi","Rau, quả, củ dùng làm rau",100,40.0,2.9,7.0,0.0,39.6,General,Viện Dinh dưỡng Quốc gia
4103,"Tỏi ta, tươi","Rau, quả, củ dùng làm rau",100,126.0,6.0,24.65,0.35,125.75,General,Viện Dinh dưỡng Quốc gia
4104,"Tỏi tây, cả lá, tươi","Rau, quả, củ dùng làm rau",100,35.0,1.4,7.4,0.0,35.2,General,Viện Dinh dưỡng Quốc gia
4105,"Trám đen, quả chín, tươi","Rau, quả, củ dùng làm rau",100,134.0,2.5,8.5,10.0,134.0,General,Viện Dinh dưỡng Quốc gia
4106,"Trám xanh, trám trắng, tươi","Rau, quả, củ dùng làm rau",100,56.0,1.2,9.3,1.6,56.4,General,Viện Dinh dưỡng Quốc gia
4107,"Lá xương sông, tươi","Rau, quả, củ dùng làm rau",100,28.0,2.2,4.7,0.0,27.6,General,Viện Dinh dưỡng Quốc gia
4108,"Rau cải ngọt, tươi","Rau, quả, củ dùng làm rau",100,17.0,1.4,2.62,0.1,16.98,General,Viện Dinh dưỡng Quốc gia
4108002,"Cải ngọt, luộc","Rau, quả, củ dùng làm rau",100,19.0,1.57,2.94,0.11,19.03,General,Viện Dinh dưỡng Quốc gia
4109,"Rau cải thảo, tươi","Rau, quả, củ dùng làm rau",100,14.0,0.9,2.57,0.0,13.88,General,Viện Dinh dưỡng Quốc gia
4109002,"Cải thảo, luộc","Rau, quả, củ dùng làm rau",100,15.0,0.98,2.79,0.0,15.08,General,Viện Dinh dưỡng Quốc gia
4110,"Ngọn su su, tươi","Rau, quả, củ dùng làm rau",100,24.0,3.3,2.5,0.1,24.1,General,Viện Dinh dưỡng Quốc gia
4110002,"Ngọn su su, luộc","Rau, quả, củ dùng làm rau",100,14.0,3.37,0.0,0.1,14.38,General,Viện Dinh dưỡng Quốc gia
4111,"Quả đậu ván, tươi","Rau, quả, củ dùng làm rau",100,39.0,2.8,7.0,0.0,39.2,General,Viện Dinh dưỡng Quốc gia
4112,"Cà chua, muối","Rau, quả, củ dùng làm rau",100,10.0,0.6,1.8,0.0,9.6,General,Viện Dinh dưỡng Quốc gia
4113,"Cà pháo, muối nén","Rau, quả, củ dùng làm rau",100,20.0,1.3,3.7,0.0,20.0,General,Viện Dinh dưỡng Quốc gia
4114,"Cà pháo, muối sổi ","Rau, quả, củ dùng làm rau",100,23.0,1.5,4.2,0.0,22.8,General,Viện Dinh dưỡng Quốc gia
4115,Dưa cải bắp,"Rau, quả, củ dùng làm rau",100,24.0,1.2,4.9,0.0,24.4,General,Viện Dinh dưỡng Quốc gia
4116,Dưa cải bẹ,"Rau, quả, củ dùng làm rau",100,25.0,1.8,4.5,0.0,25.2,General,Viện Dinh dưỡng Quốc gia
4117,Dưa cải sen,"Rau, quả, củ dùng làm rau",100,17.0,1.1,3.1,0.0,16.8,General,Viện Dinh dưỡng Quốc gia
4118,"Dưa chuột, muối","Rau, quả, củ dùng làm rau",100,17.0,0.8,3.06,0.14,16.7,General,Viện Dinh dưỡng Quốc gia
4119,Dưa giá đậu xanh,"Rau, quả, củ dùng làm rau",100,47.0,5.0,6.8,0.0,47.2,General,Viện Dinh dưỡng Quốc gia
4120,"Hành củ, muối","Rau, quả, củ dùng làm rau",100,24.0,1.4,4.7,0.0,24.4,General,Viện Dinh dưỡng Quốc gia
4121,"Kiệu, muối","Rau, quả, củ dùng làm rau",100,29.0,1.3,5.9,0.0,28.8,General,Viện Dinh dưỡng Quốc gia
4122,"Nhút (dưa muối từ mít non, lá đậu xanh non...)","Rau, quả, củ dùng làm rau",100,25.0,2.5,3.8,0.0,25.2,General,Viện Dinh dưỡng Quốc gia
4123,"Men bia, khô","Rau, quả, củ dùng làm rau",100,367.0,52.5,32.0,3.2,366.8,General,Viện Dinh dưỡng Quốc gia
4124,"Men bia, tươi","Rau, quả, củ dùng làm rau",100,103.0,16.2,6.5,1.3,102.5,General,Viện Dinh dưỡng Quốc gia
4125,"Mộc nhĩ, khô","Rau, quả, củ dùng làm rau",100,332.0,10.6,72.0,0.2,332.2,General,Viện Dinh dưỡng Quốc gia
4126,"Nấm hương, khô","Rau, quả, củ dùng làm rau",100,342.0,36.0,40.5,4.0,342.0,General,Viện Dinh dưỡng Quốc gia
4127,"Nấm hương, tươi","Rau, quả, củ dùng làm rau",100,51.0,5.5,6.1,0.5,50.9,General,Viện Dinh dưỡng Quốc gia
4128,"Nấm mỡ (Nấm tây), tươi","Rau, quả, củ dùng làm rau",100,37.0,4.0,4.5,0.3,36.7,General,Viện Dinh dưỡng Quốc gia
4129,"Nấm rơm, tươi","Rau, quả, củ dùng làm rau",100,61.0,3.6,4.5,3.2,61.2,General,Viện Dinh dưỡng Quốc gia
4130,"Nấm thường, tươi","Rau, quả, củ dùng làm rau",100,48.0,4.6,5.7,0.8,48.4,General,Viện Dinh dưỡng Quốc gia
